0609,0638
0710,0722,0741,0752
0814,0824,0859
0922,0934
1013,1031
1105,1132
1208,1234
1308,1332
1408,1430
1502,1532
1601,1632
1704,1733
1804,1838
1908,1934
2014,2040
2115,2151
2221
2341
